Contig	ERR2185436	ERR2185437	ERR2185438	ERR2185439	ERR2185440	ERR2185441	ERR2185442	ERR2185443	ERR2185444	ERR2185445	ERR2185446	SRR23967288	SRR23967289	SRR23967290	SRR23967291	SRR23967292	SRR23967293	SRR23967294	SRR23967295	SRR23967296	SRR23967297	SRR23967298	SRR23967299	SRR23967300	SRR23967301	SRR23967302	SRR23967303	SRR23967304	SRR23967305
ERR2185444_RNODE_95_length_2133_cov_5.16799	0	12.94	0	0	25.69	27.52	33.66	55.88	100	28.55	63.1	0	67.84	6.56	13.08	6.52	0	60.71	0	0	0	0	0	0	0	0	0	0	0
ERR2185444_RNODE_96_length_3527_cov_7.50908	5.1	36.38	46.04	31.19	92.12	33.2	29.97	43.98	100	76.27	87.89	11.14	80.38	39.27	27.05	0	38.08	60.02	30.71	0	0	0	7.85	6.44	99.04	0	7.94	11.91	0
ERR2185444_RNODE_97_length_5766_cov_8.43047	7.51	16.44	24.48	15.52	51.81	90.34	54.81	67.18	100	48.15	87.95	0	51.57	0	18.21	23.15	0	43.68	0	0	0	0	0	0	0	0	26.76	0	0
ERR2185444_RNODE_98_length_6127_cov_8.46555	0	6.85	14.66	0	11.08	34.65	27.73	59.61	100	16.94	52.11	0	59.26	0	0	0	0	61.68	0	0	0	0	0	0	0	0	0	0	0
ERR2185444_RNODE_99_length_3434_cov_4.53113	8.56	8.03	12.4	12.63	18.37	7.69	12.84	23.49	100	49.11	57.03	0	18.95	22.68	8.09	0	8.12	7.28	18.4	0	0	0	0	0	0	0	0	0	0
ERR2185444_RNODE_9_length_1019_cov_9.14430	0	0	25.02	0	0	19.82	24.93	28.56	100	27.48	57.02	0	46.22	0	12.95	0	0	50.54	0	0	0	0	0	0	0	0	0	0	0
ERR2185445_RNODE_10_length_1584_cov_12.50959	0	31.23	54.32	26.94	87.57	61.14	35.9	0	54.64	100	100	0	0	24.42	64.98	32.93	0	35.65	68.14	17.48	0	25.62	0	29.34	8.64	0	8.83	16.34	0
ERR2185445_RNODE_11_length_2893_cov_8.38144	19.7	100	80.3	9.75	100	100	100	100	100	100	100	0	72.07	0	78.4	68.82	14.34	54.27	9.68	0	0	0	0	0	0	0	0	71	0
ERR2185445_RNODE_1_length_3928_cov_11.94400	0	23.11	14.84	0	32.45	0	0	0	0	99.87	99.08	0	39.5	0	0	0	0	0	0	0	0	0	0	23.92	0	0	0	0	0
ERR2185445_RNODE_2_length_1758_cov_15.00850	0	0	44.63	0	63.1	0	0	0	10.63	100	100	0	15.92	0	20.92	0	18.7	0	0	0	0	0	0	0	0	0	0	0	15.92
ERR2185445_RNODE_5_length_3289_cov_9.00270	0	8.36	5.62	0	11.22	0	0	5.14	10.34	100	89.6	0	0	8.48	0	0	0	0	22.86	0	0	0	0	9.21	0	0	0	0	0
ERR2185445_RNODE_6_length_1351_cov_3.76536	0	0	0	73.8	11.1	95.26	0	100	43.75	100	36.42	0	44.34	0	20.5	0	20.5	80.61	0	0	0	0	0	0	0	0	0	0	0
ERR2185445_RNODE_8_length_4373_cov_5.33424	0	0	0	11.91	0	71.53	5.03	42.44	8.26	100	0	0	0	0	6.36	0	6.36	0	0	0	0	0	0	0	0	0	0	0	0
ERR2185445_RNODE_9_length_5117_cov_10.30691	32.44	15.36	37.37	40.79	68.05	58.78	27.18	43.76	94.45	100	80.26	47.88	64.22	87.04	77.74	86.77	73.4	64.47	67.46	58.32	70	69.22	48	64.63	49.15	57.96	66.78	63.89	53.45
ERR2185446_RNODE_11_length_2101_cov_13.68970	21.7	17.13	19.94	70.3	75.77	94	44.74	19.42	98	80.3	100	0	13.33	0	0	13.28	0	23.47	0	0	0	0	0	0	0	0	0	13.23	0
ERR2185446_RNODE_12_length_1810_cov_4.75190	0	17.17	0	0	24.96	0	0	0	10.1	62.45	100	0	0	0	0	0	0	49.14	0	0	0	0	0	0	0	0	0	0	0
ERR2185446_RNODE_13_length_1474_cov_10.85820	0	29.49	10.17	0	64.34	0	30.31	0	0	43.86	100	0	18.78	0	0	0	18.85	0	0	0	0	0	0	0	0	0	0	0	0
ERR2185446_RNODE_14_length_1934_cov_22.46590	34.63	63.88	63.67	32.14	98.81	19.28	37.83	35.04	100	98.24	100	0	14.42	0	0	0	14.37	42.07	14.47	0	0	0	0	0	14.47	0	0	0	7.24
ERR2185446_RNODE_17_length_4967_cov_68.19492	44.55	64.77	42.86	95.69	92.85	98.47	94.81	98.57	100	100	100	0	95.03	77.63	93.17	91.87	53.84	97.5	10.49	0	29.51	30.36	0	0	11.23	0	58.55	25.31	0
ERR2185446_RNODE_18_length_2558_cov_6.61216	5.43	0	0	70.34	41.54	76.2	16.22	94.22	69.01	91.75	100	0	59.24	0	23.8	0	0	28.45	0	0	0	0	0	0	0	0	0	0	0
ERR2185446_RNODE_19_length_1749_cov_3.70459	40.54	7.55	17.55	88.97	20.53	89.77	0	65.75	10.75	62.49	98.34	0	0	0	0	16.01	0	31.9	0	0	0	0	0	0	0	0	16.01	0	0
ERR2185446_RNODE_1_length_1416_cov_6.33470	0	63.94	41.64	9.03	67.82	0	0	12.28	45.31	11.22	100	0	0	9.88	9.67	0	0	37.97	14.33	0	0	0	0	9.88	0	0	0	0	0
ERR2185446_RNODE_20_length_1309_cov_6.28710	0	14.51	0	0	14.82	0	0	0	12.83	0	100	0	21.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2185446_RNODE_21_length_1388_cov_2.18459	0	10.08	0	52.7	49.39	74.01	20.88	100	95.46	99.71	100	0	0	0	44.06	0	0	49.82	0	0	0	0	0	0	0	0	0	0	0
ERR2185446_RNODE_24_length_4148_cov_148.22945	78.72	100	95.13	92.21	100	100	100	99.64	100	100	100	0	98.46	52.49	100	75.92	32.1	99.37	13.47	0	0	21.96	0	0	0	0	78.26	45.38	6.7
ERR2185446_RNODE_25_length_2904_cov_3.80786	8.71	15.01	21.14	41.34	63.86	99.41	5.09	5.82	62.31	98.24	100	0	26.16	9.47	0	9.64	0	63.24	9.64	0	0	0	0	0	0	0	19.28	0	0
ERR2185446_RNODE_27_length_2022_cov_7.74236	26.54	41.77	20.91	13.49	86.6	32.53	73.55	0	54.87	33.96	100	0	64.9	6.92	28.47	0	22.84	73.6	44.64	0	0	0	0	16.26	24.81	0	0	22.15	6.77
ERR2185446_RNODE_28_length_1240_cov_16.86967	22.4	53.67	22.4	12.33	95.08	43.92	85.25	26.11	99.44	97.58	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2185446_RNODE_4_length_1642_cov_6.00370	0	0	0	26.35	11.75	0	0	9.13	0	0	100	0	44.49	0	0	0	0	44.31	0	0	0	0	0	0	0	0	0	0	0
ERR2185446_RNODE_5_length_2789_cov_5.00180	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	10.04	5.02	0	0	0	0	0	0	0	0	0	0	0
ERR2185446_RNODE_7_length_1278_cov_9.33960	64.35	100	74.75	100	100	26.19	79.67	0	33.7	95.47	100	0	21.42	0	0	0	21.66	50.2	0	0	0	0	0	0	26.82	0	21.81	0	0
ERR2185446_RNODE_8_length_2821_cov_14.65330	23.15	75.82	78.02	23.18	93.37	49.52	57.53	0	0	38.53	100	0	9	43.64	29.71	33.5	0	9.93	28.86	0	41.37	36.37	0	0	9.85	0	0	9.93	0
ERR2185446_RNODE_9_length_3263_cov_23.00700	0	0	6.62	5	12.23	24.33	8.58	12.44	48.88	16.4	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_100_length_1418_cov_8.00560	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_101_length_6627_cov_41.00000	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	46.99	26.23	11.79	0	0	0	18.3	11.54	0	0
SRR23967288_RNODE_102_length_1434_cov_10.00700	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_103_length_3827_cov_7.55320	0	0	0	0	0	0	0	0	0	0	0	100	0	0	27.46	7.32	7.29	0	14.61	43.77	89.31	21.61	14.63	0	0	0	0	0	0
SRR23967288_RNODE_104_length_1921_cov_11.62420	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	14.21	0	0	0
SRR23967288_RNODE_105_length_43527_cov_16.00040	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.19	0	0
SRR23967288_RNODE_106_length_2753_cov_5.96590	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_107_length_4990_cov_6.51260	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.4	0	0
SRR23967288_RNODE_108_length_3931_cov_15.05420	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.91	0	0
SRR23967288_RNODE_109_length_2488_cov_229.09200	0	28.24	0	0	0	0	0	0	0	0	0	100	0	22.3	33.63	69.18	11.13	0	0	0	0	0	0	0	0	23.34	81.6	0	0
SRR23967288_RNODE_10_length_1616_cov_10.00620	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_110_length_1602_cov_19.75780	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	74.98	37.49	0	0
SRR23967288_RNODE_111_length_5020_cov_14.08880	0	0	0	0	0	0	0	0	0	0	0	100	0	0	5.5	0	0	0	0	0	0	0	0	0	0	0	17.86	0	0
SRR23967288_RNODE_112_length_1149_cov_3.61970	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_113_length_38670_cov_26.00070	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	5.49	0	0	0	0	0	49.55	0	0	0	18.41	0	0
SRR23967288_RNODE_114_length_2346_cov_28.01190	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.69	0	0
SRR23967288_RNODE_115_length_1052_cov_12.77190	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.59	0	0
SRR23967288_RNODE_116_length_1552_cov_10.00640	0	0	0	0	0	0	0	0	0	0	0	100	0	18.03	8.95	9.01	0	0	0	0	0	0	99.42	0	0	0	50.8	0	0
SRR23967288_RNODE_117_length_1535_cov_5.91210	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	89.58	0	0	0
SRR23967288_RNODE_118_length_1178_cov_3.93210	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_119_length_2078_cov_34.46050	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	6.73	0	0	0	0	0	0	0	0	11.54	49.74	0	0
SRR23967288_RNODE_11_length_1695_cov_8.89380	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_120_length_1233_cov_3.82730	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_121_length_1821_cov_5.20150	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	73.53	0	0	0
SRR23967288_RNODE_122_length_14382_cov_27.70630	0	0	0	0	0	0	0	0	0	0	0	100	0	5.81	8.72	0	24.84	25.34	68.22	0	0	0	11.8	29	9.23	0	24.65	69.16	0
SRR23967288_RNODE_123_length_1390_cov_10.00720	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_124_length_9797_cov_14.95030	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	36.32	13.54	0	0
SRR23967288_RNODE_125_length_1923_cov_5.50390	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	12.64	0	0	0	0	0	80.4	32.29	0	0
SRR23967288_RNODE_126_length_2792_cov_8.80300	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.99	0	0
SRR23967288_RNODE_127_length_1278_cov_4.92570	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.74	0	0
SRR23967288_RNODE_128_length_1718_cov_12.61350	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.17	0	0
SRR23967288_RNODE_129_length_14843_cov_44.00300	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.48	0	0
SRR23967288_RNODE_12_length_1086_cov_3.11790	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	51.52	27.69	0	0
SRR23967288_RNODE_130_length_1944_cov_7.00360	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_131_length_41380_cov_33.98490	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.62	0	0
SRR23967288_RNODE_132_length_1030_cov_4.90290	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_133_length_1116_cov_5.45790	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
SRR23967288_RNODE_134_length_2379_cov_11.81840	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.73	0	0
SRR23967288_RNODE_135_length_4213_cov_8.44740	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.57	0	0
SRR23967288_RNODE_136_length_1119_cov_5.30380	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_137_length_32898_cov_14.99190	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1	0	0
SRR23967288_RNODE_138_length_2366_cov_20.82250	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_139_length_3137_cov_14.76030	0	0	0	0	0	0	0	0	0	0	0	100	0	6.57	6.02	0	8.16	0	8.42	0	0	0	0	0	0	0	18.39	9.66	0
SRR23967288_RNODE_13_length_5257_cov_15.96100	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	32.22	33.08	0	0
SRR23967288_RNODE_140_length_1713_cov_20.68420	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	16.35	0	0	0	0	0	0	0	0	0	38.59	0	0
SRR23967288_RNODE_141_length_1932_cov_7.00360	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_142_length_1613_cov_8.07500	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_143_length_1162_cov_4.00340	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	11.61	12.04	0	0
SRR23967288_RNODE_144_length_2304_cov_4.48740	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.97	0	0
SRR23967288_RNODE_145_length_1044_cov_3.00000	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_146_length_4949_cov_13.81150	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_147_length_4705_cov_9.00190	0	0	0	0	0	0	0	0	0	0	0	100	21.47	0	0	0	0	0	0	0	0	0	0	0	0	5.93	10.18	0	0
SRR23967288_RNODE_148_length_19058_cov_18.00090	0	0	0	0	0	0	0	0	0	0	0	100	0	11.34	12.76	15.68	0	0	0	0	0	0	0	0	0	0	9.22	0	0
SRR23967288_RNODE_149_length_5219_cov_107.53310	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	71.22	34.8	0	0
SRR23967288_RNODE_14_length_33337_cov_20.00060	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.93	0	0
SRR23967288_RNODE_150_length_3367_cov_14.90080	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.32	0	0
SRR23967288_RNODE_151_length_11155_cov_11.98030	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.51	0	0
SRR23967288_RNODE_152_length_1077_cov_15.74840	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_153_length_3396_cov_33.01120	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	20.58	8.12	0	0
SRR23967288_RNODE_154_length_2809_cov_5.37590	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	64.47	56.25	35.32	0	0	0	26.45	18.55	0	0
SRR23967288_RNODE_155_length_1894_cov_4.07760	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.7	0	0
SRR23967288_RNODE_156_length_1002_cov_6.00600	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	27.92	0	0	0
SRR23967288_RNODE_157_length_7446_cov_10.00130	0	0	0	0	0	0	0	0	0	0	0	100	13.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_158_length_1101_cov_9.81830	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	25.34	0	0	0
SRR23967288_RNODE_159_length_2143_cov_14.72800	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_15_length_1559_cov_18.01150	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_160_length_2859_cov_17.24310	0	0	0	0	0	0	0	0	0	0	0	100	85.73	0	0	9.72	0	9.72	0	19.55	16.16	9.76	100	99.3	9.79	9.79	18.22	0	0
SRR23967288_RNODE_161_length_1071_cov_10.30630	0	0	0	0	0	0	0	0	0	0	0	100	0	26.14	12.98	0	0	0	0	0	0	0	0	0	0	0	36.13	0	0
SRR23967288_RNODE_162_length_2250_cov_8.92000	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_163_length_2035_cov_14.20690	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	13.56	0	0	0	0	0	86.44	13.76	0	0
SRR23967288_RNODE_164_length_4368_cov_15.62340	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	6.94	0	6.91	0	0	0	0	0	0	0	6.36	0	0
SRR23967288_RNODE_165_length_58003_cov_30.88620	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.78	0	0
SRR23967288_RNODE_166_length_5383_cov_16.42490	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.64	0	0
SRR23967288_RNODE_167_length_2436_cov_7.91130	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.94	0	0
SRR23967288_RNODE_168_length_1245_cov_3.93900	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_169_length_3216_cov_13.28140	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.67	0	0
SRR23967288_RNODE_16_length_1176_cov_6.00510	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.12	0	0
SRR23967288_RNODE_170_length_1287_cov_7.79100	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_171_length_1877_cov_25.73360	0	0	0	7.46	0	0	0	0	0	0	0	100	7.57	9.22	10.12	9.91	0	0	0	9.27	7.67	8.52	0	14.12	10.34	10.5	9.64	7.41	9.64
SRR23967288_RNODE_172_length_1031_cov_4.33581	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	94.37	95.64	72.84	0	0	0	0	0	0	0
SRR23967288_RNODE_173_length_1392_cov_3.81493	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	10.05	0	0	0	0	0	46.02	19.89	0	0
SRR23967288_RNODE_174_length_1170_cov_5.76988	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_175_length_1005_cov_4.33902	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	27.86	0	13.63	0	0	0	0	0	0	0
SRR23967288_RNODE_176_length_3003_cov_30.59519	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	18.58	0	0	0	0	0	0	9.32	0	0
SRR23967288_RNODE_177_length_1252_cov_8.15348	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	11.25	39.51	0	51.72	0	0	0
SRR23967288_RNODE_178_length_1119_cov_7.71833	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33	0	0	0
SRR23967288_RNODE_179_length_1986_cov_5.52651	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_17_length_1416_cov_24.88560	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_180_length_1425_cov_2.41062	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	83.23
SRR23967288_RNODE_181_length_2313_cov_5.98089	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_182_length_1944_cov_8.48756	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	7.2	0	0	0	0	0	0	0	0	14.19	0	0
SRR23967288_RNODE_183_length_2375_cov_7.65436	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_184_length_2243_cov_9.84862	0	0	0	0	0	0	0	0	0	0	0	100	12.3	0	31.52	24.97	0	0	0	0	0	0	0	0	0	0	29.92	0	0
SRR23967288_RNODE_185_length_2715_cov_5.03595	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.96	0	0
SRR23967288_RNODE_186_length_7236_cov_12.92436	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.7	0	0
SRR23967288_RNODE_187_length_1401_cov_0.63395	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_188_length_1203_cov_4.76597	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_189_length_2496_cov_6.69468	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.35	0	0
SRR23967288_RNODE_18_length_36751_cov_48.00130	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.28	0	0
SRR23967288_RNODE_190_length_1845_cov_5.74693	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2	0	0
SRR23967288_RNODE_192_length_1973_cov_3.83683	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_193_length_1215_cov_13.89533	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_194_length_1494_cov_8.71592	0	0	0	0	0	0	0	0	0	0	0	100	0	0	18.66	9.23	0	0	0	0	0	0	0	0	0	0	27.83	0	0
SRR23967288_RNODE_195_length_9783_cov_11.03530	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.69	0	0
SRR23967288_RNODE_196_length_1158_cov_4.75805	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_197_length_1084_cov_4.60944	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	17.88	12.9	0	17.79	30.97	0	0	26.08	0	0
SRR23967288_RNODE_198_length_1352_cov_9.83508	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.59	0	0
SRR23967288_RNODE_199_length_1384_cov_10.31506	0	0	0	0	0	0	0	0	0	0	0	100	42.38	20.14	0	20.22	33	31.48	10.11	20.07	0	0	20.07	0	0	20.14	51.19	10.11	0
SRR23967288_RNODE_19_length_1749_cov_6.68380	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_1_length_1735_cov_16.00920	0	0	0	0	0	0	0	0	0	0	0	100	0	16.08	0	0	23.98	51.93	64.09	45.99	51.7	56.14	16.14	0	0	0	23	60.75	0
SRR23967288_RNODE_200_length_1160_cov_48.64742	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.92	0	0
SRR23967288_RNODE_201_length_1371_cov_134.34147	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	13.35	0	0	82.2	0	12.04
SRR23967288_RNODE_202_length_1167_cov_6.24022	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23967288_RNODE_203_length_1785_cov_106.41243	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.06	0	0
SRR23967288_RNODE_204_length_1944_cov_7.70566	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
